u,x,cminus,cplus,c55,c56,disc,cV,alpha7
0.7059152288072018,1.4166006897028114,-1274.7652420261663,-1274.7652420261663,-2549.5304840523327,2062040.0822981768,-1748054.6400805851,0.060372627276652754,10.309507245483609
0.7058889722430608,1.4166533822200966,-1278.5242437051518,-1278.5242437051518,-2557.0484874103036,2071703.5089679835,-1748317.0689046131,0.06053500415399855,10.293364665278911
0.7058627156789197,1.4167060786574772,-1260.186625314311,-1260.186625314311,-2520.373250628622,1997351.0946127176,-1637123.055966584,0.060697651919018644,10.27727035494361
0.7058364591147787,1.41675877901539,-1231.9563901580186,-1231.9563901580186,-2463.9127803160372,1884573.3951995743,-1467427.3917935928,0.060860601437116496,10.261220940301042
0.7058102025506376,1.4168114832942726,-1247.8452863078871,-1247.8452863078871,-2495.6905726157743,1939128.3258019541,-1528041.868964565,0.061023915800423705,10.245209802572475
0.7057839459864966,1.4168641914945632,-1286.6469659430584,-1286.6469659430584,-2573.2939318861168,2081819.4979262454,-1705436.3318230715,0.06118755775470776,10.22924068647092
0.7057576894223556,1.4169169036166989,-1319.4214753050455,-1319.4214753050455,-2638.842950610091,2202285.3531796625,-1845649.2947340785,0.06135144801508388,10.21332153509003
0.7057314328582145,1.416969619661118,-1347.2945702167278,-1347.2945702167278,-2694.5891404334557,2304430.2629268,-1956910.4159652917,0.061515512669223296,10.197459598023716
0.7057051762940735,1.4170223396282575,-1384.793333035795,-1384.793333035795,-2769.58666607159,2442906.6714629903,-2101016.3849704154,0.06167967461212918,10.1816623080885
0.7056789197299325,1.417075063518556,-1421.272368486361,-1421.272368486361,-2842.544736972722,2576967.9663087176,-2227811.2835435485,0.061843854052753826,10.165937225030195
0.7056526631657914,1.417127791332451,-1392.142310480232,-1392.142310480232,-2784.284620960464,2464096.071315768,-2104143.4347461173,0.06200795273217297,10.150293585816996
0.7056264066016504,1.417180523070381,-1319.459942344317,-1319.459942344317,-2638.919884688634,2189139.055977501,-1792658.0661049318,0.06217202562242944,10.134725266119128
0.7056001500375093,1.4172332587327832,-1256.1734466755404,-1256.1734466755404,-2512.346893351081,1949260.4127489813,-1485154.7384650987,0.0623362105070289,10.119218092745168
0.7055738934733683,1.4172859983200965,-1195.351170051179,-1195.351170051179,-2390.702340102358,1717119.5706091353,-1153020.6034656502,0.06250064315169837,10.103758344821298
