u,M11_1,M13_1,M33_1,M12_0,M23_0,M22_0,M1,M2,C1,C2,Disc,cV,cminus,cplus
0.6872730682670667,891790.7407911714,41475556.87520011,454187633.1317103,354268.5250732881,-17206401.84639793,-765832.7322082096,-1685003.625015845,12061.100014326063,1755267.3943770758,122831224327.58238,2589638728452.9595,1.0000000000000002,73015.97297831404,1682251.4213987617
0.6872993248312078,849487.5020876647,35699527.43287111,271810699.4448185,227417.5753715852,-19400053.052902084,-768630.5142726091,-1689574.768852598,12081.229466200368,1760075.0443090906,123537899028.44315,2603712565485.8745,1.0000000000000007,73236.34381413867,1686838.700494952
0.6873255813953488,842062.8391385279,32154211.085950732,153955738.03126192,125445.88685947563,-21172440.73551393,-771047.1364762567,-1693294.418476684,12095.327037425946,1763995.94483504,124122163877.52425,2615193037884.368,1.0000000000000007,73420.04823761014,1690575.8965974299
0.6873518379594898,874530.5131866672,29939910.68896451,69407267.05797625,68602.80169341597,-22187468.1363231,-773100.9202617519,-1696356.5659303996,12103.810496595072,1767225.7260537427,124601935788.80135,2624679023670.9727,1.0,73569.80496283039,1693655.9210909123
0.6873780945236309,888960.9226438331,24449367.108874843,-118759057.47430229,-85759.55085432972,-24813321.579106152,-774847.4036876657,-1698610.7299935543,12107.19490267533,1769619.4335569695,124971987879.93127,2631664988102.7646,1.0000000000000004,73689.35146536352,1695930.082091606
0.6874043510877719,857631.0629582218,20594544.11542239,-239653435.0679102,-187919.2124699144,-26554281.51198582,-775871.3276700012,-1699562.9388905892,12099.911192951367,1770644.233648045,125132619702.86996,2634650523339.593,1.0000000000000007,73741.78756825614,1696902.4460797887
0.687430607651913,868537.3607027517,27557644.275274232,-12836555.390931845,6276.476239054697,-23378428.931594845,-777180.4255488822,-1700906.3019339798,12096.547467285054,1772086.771319848,125365837414.94894,2638828175427.0073,1.0000000000000007,73819.86725088907,1698266.904068959
0.687456864216054,850681.1758034269,35849470.26386914,265596887.92750764,215167.4657161329,-19981461.83775604,-779382.8210781508,-1704264.4360311485,12107.15911921239,1775625.6428270354,125892639807.70978,2649275864234.084,1.0000000000000004,73983.0074729611,1701642.6353540742
0.687483120780195,802218.0633817143,41694798.71905657,470825523.80131197,383442.0100048644,-17278172.73309037,-782328.2229866006,-1709055.2154823171,12128.754033522064,1780665.4206826368,126644622775.68486,2664190849312.133,1.0,74215.24800637166,1706450.1726762652
0.687509377344336,806131.9307593559,50813488.362771444,770110756.7929945,603894.3522698745,-13727378.684123918,-786085.5077576993,-1715586.2219960394,12162.887703060207,1787519.3190455656,127659157803.81819,2684588684745.8496,1.0000000000000004,74523.93570059596,1712995.3833449697
0.687535633908477,872321.0901706343,59727383.04515589,1044882991.5022812,820706.1937542473,-10259054.758385789,-790725.0335495642,-1723949.1711003613,12210.058587709073,1796285.883018111,128956776712.996,2710815866678.1714,1.0000000000000004,74915.16824727913,1721370.714770832
0.6875618904726182,930903.9682133119,59483826.78490904,1016337026.5340428,778991.5264064391,-11110185.385183152,-795787.3464605386,-1733121.2207651443,12263.381476524877,1805899.8584492519,130388944683.75462,2739718520012.0093,1.0,75345.17452404893,1730554.683925203
0.6875881470367592,940524.5821839797,53694004.994345635,816783260.7366498,618386.935530494,-13927064.429018773,-800209.80586795,-1741038.7956002834,12306.743078733376,1814200.2262979608,131629139338.45598,2764805903745.7485,1.0000000000000002,75714.83787858137,1738485.3884193795
0.6876144036009002,962505.8750478206,50054939.94545145,685726757.367008,521488.8320952272,-15671715.860934507,-804231.0310517716,-1748013.8890335946,12343.722220235597,1821521.020184484,132735757875.79584,2786995795470.74,1.0,76045.61932552932,1745475.4008589548
0.6876406601650412,891316.2643196763,43146431.16810566,471648516.0436404,368505.77782364294,-18340337.0927551,-807744.9888900322,-1754027.5987598454,12372.823269954473,1827833.6191813482,133690311436.3415,2806214493664.2197,1.0,76328.83008281677,1751504.7890985315
0.6876669167291822,872111.5662281598,36469286.14487367,251042005.3631885,201923.75973456318,-21223401.88278444,-810734.1109493016,-1758793.446801746,12393.533240764335,1832850.3036138525,134463976566.14603,2821484329192.807,1.0000000000000002,76561.42339725036,1756288.8802166022
0.6876931732933234,883720.0865560463,35841784.62580417,224321734.01366138,166314.54270964966,-21903821.466503408,-813182.2200835729,-1762596.4036015137,12406.433734304937,1836853.8630719439,135077754313.41373,2833721097028.669,1.0,76743.93048559595,1760109.932586348
0.6877194298574644,883251.2128653175,42552698.900576234,446318040.78381205,362713.72797853325,-18713004.626135997,-816032.655086998,-1767067.7553538606,12424.698319054338,1841562.997391826,135808696701.95692,2848119486554.939,1.0,76962.8738488818,1764600.1235429442
0.6877456864216054,953091.4002635462,46225959.12548358,546529365.4618285,409256.80308243656,-18048192.91904945,-819540.5089069363,-1772949.3178078406,12452.930505289165,1847741.9585137095,136759310478.93796,2867113103336.327,1.0000000000000002,77243.38944296155,1770498.569070748
0.6877719429857464,975109.6379544145,42002218.88865867,395889941.5043266,288728.61583070026,-20170799.847062465,-822655.2575418202,-1778085.611830906,12475.217083423348,1853139.2890041692,137590166478.23672,2883764558537.9307,1.0000000000000004,77487.11633742927,1775652.17266674
0.6877981995498874,933979.9911204777,36651523.858940594,225364069.28774023,170576.21252472117,-22245110.766023047,-825402.2747783612,-1782364.6724072,12491.820872047667,1857645.557008175,138294150305.0509,2897670414252.009,1.0000000000000007,77695.52388054866,1779950.0331276264
0.6878244561140285,912078.648592435,32622650.475210756,93965159.82820249,78797.64301259536,-23865029.678233854,-827681.9818972463,-1785712.7510486469,12501.099673258075,1861178.1625557342,138849386848.21024,2908586605381.498,1.0000000000000002,77860.13762380392,1783318.0249319302
0.6878507126781696,938702.8524435551,27831986.884090573,-76551720.98396134,-57101.0674917947,-26218406.60033583,-829652.1774271103,-1788331.4050329882,12505.674087224488,1863952.9112339516,139295920598.62256,2917136772903.033,1.0000000000000007,77995.07805318001,1785957.8331807717
0.6878769692423106,923321.4540039611,22472931.503533497,-253962633.3429339,-203754.3345585754,-28733427.16169499,-830870.5905270401,-1789574.5782566331,12499.434288674014,1865282.9910015166,139511875590.5147,2921233134157.505,1.0000000000000002,78060.73071642488,1787222.2602850916
0.6879032258064516,890768.0949414938,26300462.360366307,-117789968.1937244,-75072.92991825088,-26621993.97202315,-832080.9451643027,-1790626.9131884929,12492.6428567536,1866421.8601086033,139709845366.58524,2924691178424.918,1.0000000000000007,78124.50482803863,1788297.3552805646
0.6879294823705926,923724.3613410762,37315274.42044958,241017678.6293671,182082.94088257535,-22374274.610925987,-834195.6873725477,-1793603.5240637,12499.329505229574,1869567.3296353759,140209861443.85324,2934442554264.537,1.0,78272.93017034314,1791294.3994650329
0.6879557389347337,973193.3683209681,47349410.559637666,561758425.4128671,414700.0480875389,-18562407.39002727,-837237.0067152759,-1798498.235632317,12519.697002030327,1874715.1555314453,141015916545.36267,2950493248197.8403,1.0,78507.5838497536,1796207.5716816918
