u,C1,C2,disc,cV,cminus,cplus,M1,M2,M22_0
0.6996924231057764,3200.3822398874076,-862899.5974364086,13694044.871132374,0.10610919757137739,-250.08216197523848,3450.464401862646,14.809223853569552,-3.3648485618341533,-1310.0307910669983
0.6996661665416354,3141.5986268903503,-844366.2660430947,13247106.996651713,0.10633190588363939,-249.02945574244495,3390.628082632795,14.607357435832057,-3.3686307784798877,-1305.1687354263227
0.6996399099774944,3082.2511518677516,-825230.3374764437,12801193.513095856,0.1065549597140855,-247.81220338489197,3330.0633552526433,14.41967509436536,-3.3698988677210515,-1299.3170558471534
0.6996136534133534,3022.200812629846,-805221.6421775426,12354584.320570672,0.1067782709807608,-246.3540255673572,3268.554838197203,14.183559000488641,-3.368721242650288,-1292.375155823003
0.6995873968492122,2961.9495919797823,-784891.3474994875,11912710.77542715,0.10700174092528279,-244.76495665440234,3206.7145486341847,13.972839383398952,-3.365201227988525,-1284.5733729769477
0.6995611402850712,2904.86464766811,-765837.9901730617,11501590.58196422,0.10722534336869081,-243.26742715108185,3148.132074819192,13.744952043704648,-3.3630856833215987,-1277.3651892550267
0.6995348837209302,2851.214289110921,-748270.6447742995,11122505.501527492,0.10744916221580679,-241.91388241297705,3093.1281715238983,13.51865395798677,-3.362785809475354,-1270.9446923593077
0.6995086271567892,2799.0365089779725,-731299.909781748,10759805.017718587,0.10767321476745231,-240.5888317799704,3039.625340757943,13.325399182718666,-3.3621700080995827,-1264.509820447487
0.6994823705926482,2748.4978301822684,-714833.5506329122,10413574.525048286,0.10789749924702254,-239.25461179130525,2987.7524419735737,13.108995088936123,-3.3617438989419317,-1258.1403004898793
0.6994561140285072,2699.316897595842,-698789.5154701706,10081469.775527123,0.10812201681890002,-237.90806756660004,2937.224965162442,12.8838467582228,-3.3612094587003294,-1251.7445704392526
0.699429857464366,2651.7206597857235,-683435.0374447118,9765362.607313279,0.10834676174854141,-236.61867855119408,2888.3393383369175,12.695224253588403,-3.360687762551384,-1245.4762281941987
0.699403600900225,2607.573264398501,-669550.0447136111,9477638.5080603,0.10857177747403661,-235.50204346073588,2843.075307859237,12.493818877797224,-3.3627027854509426,-1240.2285879749786
0.699377344336084,2565.1972354477853,-656333.6843274697,9205571.594058838,0.1087971507575921,-234.4356266208781,2799.6328620686636,12.289539386361001,-3.365406994099013,-1235.2712892480176
