u,x,bestK_grid,lambda_grid
0.6198987246811702,1.613166732217953,3.26151326105272,150.0
0.6199249812453114,1.6130984074737402,1.1461050527721166,150.0
0.6199512378094524,1.6130300885169924,3.754332429381833,150.0
0.6199774943735934,1.6129617753469745,1.3678974250823852,150.0
0.6200037509377344,1.6128934679629507,3.089992933747388,150.0
0.6200300075018754,1.6128251663641864,2.3191263729832525,150.0
0.6200562640660164,1.6127568705499469,2.828073912672594,150.0
0.6200825206301576,1.6126885805194962,2.3462681423387983,150.0
0.6201087771942986,1.612620296272101,2.5882091185795604,150.0
0.6201350337584396,1.612552017807026,2.9650515366054386,150.0
0.6201612903225806,1.6124837451235372,2.07053078157766,150.0
0.6201875468867216,1.6124154782209,3.019396974693652,150.0
0.6202138034508627,1.6123472170983797,2.197109148945566,150.0
0.6202400600150038,1.612278961755243,3.3759282474346315,150.0
0.6202663165791448,1.612210712190756,0.9956942671639342,150.0
0.6202925731432858,1.6121424684041847,4.078404962015121,150.0
0.6203188297074268,1.612074230394795,0.9024056488157239,150.0
0.6203450862715679,1.6120059981618535,3.500753334305064,150.0
0.6203713428357089,1.6119377717046273,2.075587706532706,150.0
0.62039759939985,1.6118695510223824,3.3107274383627687,150.0
0.620423855963991,1.611801336114386,1.5822674062672741,150.0
0.620450112528132,1.611733126979905,3.6164972818942434,150.0
0.6204763690922731,1.611664923618206,1.9826939052441512,150.0
0.6205026256564141,1.6115967260285566,2.924161491966216,150.0
0.6205288822205551,1.611528534210224,2.6399906326251883,150.0
0.6205551387846961,1.611460348162476,2.820981637660471,150.0
0.6205813953488372,1.6113921678845795,2.679271924416992,150.0
0.6206076519129782,1.6113239933758026,2.408766343481133,150.0
0.6206339084771193,1.6112558246354125,3.380350900659507,150.0
0.6206601650412603,1.611187661662678,1.9208680024435272,150.0
0.6206864216054013,1.6111195044568667,3.272261407844886,150.0
0.6207126781695423,1.6110513530172468,2.2255040620559465,150.0
0.6207389347336834,1.6109832073430863,3.595227647634934,150.0
0.6207651912978245,1.610915067433654,0.9067088346005526,150.0
0.6207914478619655,1.6108469332882185,4.317792948836145,150.0
0.6208177044261065,1.610778804906048,0.8283063772592519,150.0
0.6208439609902475,1.6107106822864117,3.6974416680851583,150.0
0.6208702175543885,1.6106425654285783,2.1175663069815855,150.0
0.6208964741185297,1.610574454331817,3.5216095646764685,150.0
0.6209227306826707,1.6105063489953968,1.4760231421717864,150.0
0.6209489872468117,1.6104382494185872,3.91711346756282,150.0
0.6209752438109527,1.610370155600657,1.8536969595060844,150.0
0.6210015003750937,1.6103020675408768,3.170772905442464,150.0
0.6210277569392348,1.610233985238515,2.640084755689461,150.0
0.6210540135033759,1.6101659086928424,3.0873113923686515,150.0
0.6210802700675169,1.6100978379031283,2.488024155483776,150.0
0.6211065266316579,1.6100297728686432,2.9021532065269864,150.0
0.6211327831957989,1.6099617135886568,3.168344658375949,150.0
0.62115903975994,1.6098936600624392,2.2964846472301823,150.0
0.621185296324081,1.6098256122892614,3.2207564039257126,150.0
0.621211552888222,1.6097575702683935,2.575841597476681,150.0
0.6212378094523631,1.6096895339991064,3.3624454447053473,150.0
0.6212640660165041,1.609621503480671,1.6467293978019615,150.0
0.6212903225806451,1.609553478712357,4.1627338281433675,150.0
0.6213165791447862,1.609485459693437,1.3357290260260468,150.0
0.6213428357089272,1.6094174464231814,3.704265515471242,150.0
0.6213690922730682,1.6093494389008616,2.140463504443069,150.0
0.6213953488372093,1.609281437125749,3.9060619102040253,150.0
0.6214216054013503,1.6092134410971144,0.7238474694732866,150.0
0.6214478619654914,1.60914545081423,4.588400874366596,150.0
0.6214741185296324,1.6090774662763678,0.8158956788874601,150.0
0.6215003750937734,1.6090094874827994,3.862213149254969,150.0
0.6215266316579144,1.608941514432797,2.25740469695412,150.0
0.6215528882220555,1.6088735471256324,3.655067382662442,150.0
0.6215791447861966,1.6088055855605776,1.6259785471977704,150.0
0.6216054013503376,1.6087376297369056,4.0194400816730536,150.0
0.6216316579144786,1.6086696796538886,2.079893757103443,150.0
0.6216579144786196,1.6086017353107993,3.220564565809646,150.0
0.6216841710427606,1.6085337967069102,2.788048597178976,150.0
0.6217104276069018,1.608465863841494,3.267099054826839,150.0
0.6217366841710428,1.6083979367138246,2.463030260555631,150.0
0.6217629407351838,1.608330015323174,3.1815562977321887,150.0
0.6217891972993248,1.6082620996688164,3.1656216150828334,150.0
0.6218154538634658,1.6081941897500245,2.495219484964893,150.0
0.6218417104276068,1.6081262855660714,3.2679474692630266,150.0
0.621867966991748,1.6080583871162313,2.859316456948885,150.0
0.621894223555889,1.607990494399778,3.195484719772637,150.0
0.62192048012003,1.6079226074159851,2.2093008287607416,150.0
0.621946736684171,1.6078547261641267,4.033753150144701,150.0
0.621972993248312,1.6077868506434767,1.7315940691530656,150.0
0.6219992498124531,1.6077189808533092,3.6893799027565373,150.0
0.6220255063765942,1.6076511167928988,2.442596187398409,150.0
