A0,A1,A2,A3,vend,vend_err,minK,uK,minA7,maxA6,minOdd,minCrT,max_df4,f4min,f4max,f2Y_needed_maxabs
2.0,0,0,0,3.690764706039058,-16.98821449397987,-8.831443481952057,0.7099849962490622,-2.340977063093228,0.26120415991969786,0.4960928409876718,-100.58865899538557,2.0,-3.3438549658915457,0.9036090059611457,21.148866430973513
2.25,0,0,0,3.837436142429364,-16.841543057589565,-7.9692136069467665,0.7099849962490622,-3.0770151760262245,0.3469719580637953,0.4765085970368712,-364.33099878858366,2.25,-3.3438549658915457,1.1534880908525118,24.480518443441344
2.5,0,0,0,3.9841075788193265,-16.694871621199603,-7.106983731943494,0.7099849962490622,-3.8133061995131317,0.432739982392254,0.45704049853002365,-100.92973091849403,2.5,-3.3438549658915457,1.4033906360141615,27.812321862508377
2.75,0,0,0,4.130779015210172,-16.548200184808756,-6.244753856935027,0.7099849962490622,-4.549787347151716,0.5185087621409791,0.43768664845035243,-25.173833702341597,2.75,-3.3438549658915457,1.6533103437300296,31.144231055080933
3.0,0,0,0,4.277450451600813,-16.401528748418116,-5.382523981927768,0.7099849962490622,-5.286415341772718,0.6042775418897042,0.41844471633801117,-16.894841483942347,3.0,-3.3438549658915457,1.9032434829451625,34.47622088050277
3.25,0,0,0,4.424121887990447,-16.254857312028484,-4.520294106926425,0.7099849962490622,-6.023149629885149,0.6900467729128904,0.3993122271266254,-31.74301746939386,3.25,-3.3438549658915457,2.153186381658844,37.80826899597673
3.5,0,0,0,4.570793324380897,-16.108185875638032,-3.658064231920285,0.7099849962490622,-6.75996933753778,0.7758163006593806,0.3802874000791535,-37.60373124505023,3.5,-3.3438549658915457,2.4031373829307916,41.140377477474324
3.75,0,0,0,4.717464760771518,-15.961514439247411,-2.79583435691314,0.7099849962490622,-7.4968558765849105,0.8615858284058706,0.3613681138188524,-35.81197351297215,3.75,-3.3438549658915457,2.653094830232868,44.47252615763149
4.0,0,0,0,4.86413619716236,-15.81484300285657,-1.9336044819046947,0.7099849962490622,-8.233802110186565,0.9473553561523608,0.34255240682750054,-408.99653100992924,4.0,-3.3438549658915457,2.9030570704163723,47.804699842801746
4.25,0,0,0,5.0108076335528065,-15.668171566466123,-1.0713746068985799,0.7099849962490622,-8.970792974652783,1.0331251282067708,0.3238386802944786,-17.857833629648344,4.25,-3.3438549658915457,3.153023694208913,51.136905633279255
4.5,0,0,0,5.157479069942961,-15.521500130075967,-0.20914473189417748,0.7099849962490622,-9.707824115627147,1.1188952232445133,0.3052246189812449,-16.33353320087697,4.5,-3.3438549658915457,3.4029948459374912,54.46913638698717
