u,x,M11_1,M13_1,M33_1,M12_0,M23_0,M22_0,Mcal1,Mcal2,cond55,cond56,disc,cV,cminus,cplus
0.6151462865716429,1.6256295808485468,-79.13973191719936,14569.081150375141,-289005.9050047711,-2443.4141649657454,26917.779720941653,-1529.8358259776435,-2144.3258821346167,-82.73203227165139,2504.1251268514093,505961.2824263874,4246797.521223037,0.5750386832972396,221.67458780401716,2282.4505390473923
0.6151200300075018,1.6256989712850096,-80.31126641216969,14700.831632108446,-291162.01142883825,-2464.5057593364536,27132.312624047503,-1546.4646777931869,-2170.5162251290853,-83.71292756721947,2533.8508572829523,516914.57865243003,4352741.852343832,0.5762564092870646,223.76414528882128,2310.0867119941313
0.6150937734433608,1.625768367645624,-81.49260503631517,14479.662298976236,-284143.8860500034,-2461.230771964474,27029.050384892224,-1563.1066861736183,-2138.7002359063754,-83.86986298718675,2504.7388934990868,512022.79874675,4225625.729620029,0.5774816090430409,224.55310498171207,2280.185788517375
0.6150675168792198,1.6258377699311488,-82.6868610104281,14412.73959748024,-281159.1693485127,-2468.972904112484,27068.82790921104,-1579.7943525258631,-2132.245586153438,-84.40406941925886,2501.364014339845,513977.5725557774,4200911.6420112355,0.5787142517367468,225.87572766983635,2275.488286670009
0.6150412603150788,1.625907178142343,-83.8940397118737,14402.471976877607,-279641.0702141827,-2481.131853273958,27164.960661450008,-1596.5668411516779,-2135.1337429019713,-85.09226185252398,2507.491427022245,518494.56348868716,4213535.002635305,0.5799543516119514,227.40086373653207,2280.090563285713
0.6150150037509378,1.6259765922799656,-85.11404302358194,14289.1552019897,-275475.27326220233,-2485.540339060401,27160.755052045584,-1613.4477371224611,-2120.9418648711166,-85.51956265932222,2496.287597765058,518209.1317953217,4158615.243574356,0.5812019076115793,228.50964346521016,2267.777954299848
0.6149887471867966,1.6260460123447755,-86.34433167120648,14038.87891698652,-267809.91315796145,-2480.5308483507815,27034.925816729985,-1630.299921234712,-2083.8784282907695,-85.62555602700456,2461.8759200989507,511291.5470777547,4015666.8576520365,0.5824569356408456,228.98151667830314,2232.8944034206474
0.6149624906226556,1.6261154383375318,-87.59013091053092,14566.174085812732,-280119.66729394544,-2529.1098617102166,27596.854596160723,-1647.2844228864635,-2176.546673882303,-87.57732306000386,2559.055612262677,541475.3803974297,4382864.105063387,0.5837193792454305,232.76325463666421,2326.2923576260127
0.6149362340585146,1.626184870258994,-88.86778565975195,15777.122578697345,-309846.25284276035,-2625.343326764669,28768.169623156537,-1665.0312237719068,-2384.271241284736,-91.18939833739107,2773.078308961362,605663.1040703712,5267310.891350522,0.5849894345695094,239.00801205463313,2534.070296906729
0.6149099774943736,1.6262543081099217,-90.17569284286431,16061.70026366982,-315734.2590824186,-2658.3750216947915,29128.24008143424,-1683.484115864987,-2437.3745873972985,-92.63900536354545,2830.432911733657,625881.3166954648,5507825.201043208,0.5862674572117379,241.77864317252033,2588.6542685611366
0.6148837209302326,1.626323751891074,-91.4923178291227,15183.331324708504,-291944.32948457915,-2611.2952860728133,28464.197757172733,-1701.806965241767,-2294.7138837138546,-91.31647809058427,2689.2173294899358,588479.3734601134,4877972.351388529,0.5875535692822663,240.30205521701055,2448.915274272925
0.6148574643660915,1.6263932016032114,-92.80724539151296,14313.424004148701,-268504.8828121239,-2564.7989404471136,27808.57704313821,-1719.6222680714081,-2152.760329038966,-90.00366827578534,2548.617677471355,550319.9986420115,4294172.071351437,0.588847529964517,238.18962849109403,2310.428048980261
0.6148312078019504,1.626462657247093,-94.12359707694495,13624.602575141864,-249799.33964203837,-2530.7191853685413,27312.35932276994,-1737.090735473137,-2040.809030180605,-89.1147975064217,2438.3723582174257,520305.0887046609,3864439.402500166,0.5901491205067231,236.27730712462017,2202.0950510928055
0.6148049512378094,1.6265321188234791,-95.440658042234,12792.078429724184,-227561.6816380932,-2486.588283466131,26689.4523824908,-1754.1689645408671,-1903.8390778399312,-87.86704122275277,2302.670335960709,482001.779978074,3374283.5562011083,0.5914581366948561,232.8740152633345,2069.7963206973745
0.6147786946736684,1.62660158633313,-96.75803884945378,12082.507735300396,-208554.30918039987,-2450.569906403917,26170.07491831007,-1770.827315408889,-1787.1221359243202,-86.89350057094846,2187.411566692545,449090.85416730156,2988405.9454311277,0.5927743564666355,229.35545717187813,1958.0561095206667
0.6147524381095274,1.6266710597768057,-98.07622399327087,11248.088504212106,-186517.18146863062,-2405.453544530287,25537.181997519037,-1787.1291812319428,-1648.4599476148633,-85.59290272005732,2049.8081828305085,408766.9828156007,2566645.655136509,0.5940975641761502,223.86638082721504,1825.9418020032936
0.6147261815453864,1.6267405391552665,-99.38999944225645,10268.538994520071,-160960.45289877735,-2350.097459858819,24776.267617797148,-1802.8773950614482,-1484.167296206482,-83.92031588316226,1886.0956629784498,359724.59563446656,2118458.4673682516,0.5954275472275821,215.30157293335787,1670.794090045092
0.6146999249812453,1.6268100244692731,-100.70647831261769,10273.598599681576,-160253.3301286968,-2362.4405244134164,24867.08286639318,-1818.317898540384,-1488.4777341772124,-84.62590850042358,1893.3016369871998,362579.3718898286,2134273.601059096,0.596764019987044,216.1931535569015,1677.1084834302983
0.6146736684171042,1.626879515719586,-102.04898212407,11330.621348131232,-185886.74325201282,-2447.928102697138,25874.92716193691,-1834.2831216777624,-1674.4613419254486,-87.92834967012006,2084.861487822761,422666.4604214012,2655981.581720931,0.598107022356234,227.57161778574596,1857.289870037015
0.6146474118529632,1.626949012906966,-103.42978886412891,12548.229782334274,-215365.11267910895,-2544.9644001958973,27024.268656516007,-1851.151819107239,-1889.2273909576459,-91.66441977164989,2305.787219995573,492842.4389664333,3345284.948029181,0.599456877607924,238.3876029058183,2067.399617089755
0.6146211552888222,1.6270185160321742,-104.84942099819872,13706.531204071836,-243178.94847492027,-2638.13126872709,28121.9275504348,-1868.9303670379986,-2094.8356578295025,-95.28920132280007,2517.5939342515294,561285.600318564,4093136.8165058377,0.600813983063475,247.22185665375457,2270.372077597775
0.6145948987246812,1.6270880250959712,-106.30832325553286,14859.482912044086,-270683.4513227108,-2731.8474396179995,29223.24112618311,-1887.612694273895,-2300.6176420264783,-98.95960932636162,2729.7681071507322,631003.2225072605,4927621.02878825,0.6021787197539888,254.9717790252273,2474.796328125505
0.6145686421605401,1.6271575400991187,-107.80866344095585,16029.787816815855,-298441.97073011,-2827.180498418748,30341.429965558695,-1907.2163442777303,-2510.5436040183067,-102.71444297961918,2946.320988910022,703385.7943752841,5867264.192190595,0.6035514784230128,262.038680578451,2684.282308331571
