x,u,a5_unsmoothed_identity,a5_selected,rel_scaled_difference
0.0118943636278012,84.07343438388395,-5.1673870930866155,-5.1673700238086555,3.3032706186857614e-06
0.0119219078559494,83.87919216310408,-4.811744403364014,-4.8118117587359635,1.3998119248011278e-05
0.0119495158693095,83.68539871714357,-5.737327702211269,-5.7372126504431185,2.0053197955975104e-05
0.0119771878155914,83.49205300915813,-5.317675269630438,-5.3178262748728615,2.8396852904045205e-05
0.0120049238428468,83.29915400470078,-4.565150191993933,-4.564978438333034,3.762278428432737e-05
0.0120327240994706,83.10670067171213,-5.543087123559085,-5.543255811841984,3.0432190427344177e-05
0.0120605887342011,82.91469198051885,-5.740427362546843,-5.740294914070466,2.3072929594210553e-05
0.0120885178961212,82.72312690382553,-4.545726987353208,-4.545783794190135,1.2496755103182691e-05
0.0121165117346588,82.53200441671176,-5.432932267217642,-5.432983417169297,9.414796492735846e-06
0.0121445703995882,82.34132349662266,-5.6471137722840625,-5.646944752486544,2.9930297906935665e-05
0.0121726940410301,82.1510831233688,-4.513237132118831,-4.513500160536411,5.827932587649149e-05
0.0122008828094533,81.96128227911471,-5.440158878337305,-5.439851441995619,5.6512382921540807e-05
0.0122291368556746,81.77191994837943,-5.7498776730090695,-5.750170077660071,5.0854064665436774e-05
0.0122574563308605,81.58299511802525,-4.679136794282356,-4.678911132016973,4.8227328095876244e-05
0.0122858413865271,81.39450677725824,-5.080142794529847,-5.080266824742436,2.441470990202961e-05
0.0123142921745417,81.20645391761764,-5.701704313185061,-5.701693261567616,1.9383006971500816e-06
0.0123428088471232,81.01883553297311,-5.087015179407956,-5.086925810945809,1.7567956649467366e-05
0.012371391556843,80.83165061951895,-5.030470095580212,-5.030623826222215,3.055989581133533e-05
0.0124000404566258,80.64489817576869,-5.435215053490996,-5.435047201839325,3.088224661200918e-05
0.0124287556997504,80.45857720254993,-5.268669539016262,-5.268800223528325,2.4804082149331376e-05
