u,best_A_grid,best_min_eig_grid,eig_L6_at_best,eig_L42_at_best,eig_L1000_at_best
0.6930232558139535,60.0,-0.8932040630904754,-0.8932040630904754,0.0033860771785637505,1.1623715602300388e-05
0.6930495123780945,60.0,-0.8972070121940159,-0.8972070121940159,0.0033801047394509827,1.1634461407171965e-05
0.6930757689422355,60.0,-0.9002968033416126,-0.9002968033416126,0.0033766812416818033,1.1645403174470142e-05
0.6931020255063766,60.0,-0.9023685543345631,-0.9023685543345631,0.0033760929366900955,1.1656549776921476e-05
0.6931282820705176,60.0,-0.903681490145678,-0.903681490145678,0.0033776084145280927,1.1667853832102806e-05
0.6931545386346587,60.0,-0.9055816765710578,-0.9055816765710578,0.0033775121908595955,1.1679080126363778e-05
0.6931807951987997,60.0,-0.9081124869152283,-0.9081124869152283,0.0033756910636257163,1.169022614770502e-05
0.6932070517629407,60.0,-0.9105694643882963,-0.9105694643882963,0.0033740880947802487,1.170141455901826e-05
0.6932333083270817,60.0,-0.9130941246851294,-0.9130941246851294,0.0033723172385859237,1.1712619475971204e-05
0.6932595648912228,60.0,-0.9155517563873624,-0.9155517563873624,0.003370747022343141,1.172386541973843e-05
0.6932858214553638,60.0,-0.9181879394138676,-0.9181879394138676,0.003368702272969871,1.1735110309012388e-05
0.6933120780195049,60.0,-0.9215634771639676,-0.9215634771639676,0.00336465306307758,1.1746259610798453e-05
0.6933383345836459,60.0,-0.9248855894749708,-0.9248855894749708,0.003360772464727453,1.1757453458201116e-05
0.6933645911477869,60.0,-0.9273292618928316,-0.9273292618928316,0.0033593121776913626,1.176882895590162e-05
0.6933908477119279,60.0,-0.9289421994493119,-0.9289421994493119,0.0033601310377649996,1.1780374160860322e-05
0.693417104276069,60.0,-0.9298321601245375,-0.9298321601245375,0.00336292118969108,1.1792069120319316e-05
0.69344336084021,60.0,-0.9297277718297802,-0.9297277718297802,0.003368425791409924,1.1803953102345968e-05
0.6934696174043511,60.0,-0.9283703949231277,-0.9283703949231277,0.003377342501282295,1.1816065979751961e-05
0.6934958739684921,60.0,-0.9275208363556197,-0.9275208363556197,0.0033848773588535685,1.1828102086343239e-05
0.6935221305326331,60.0,-0.9285903475672743,-0.9285903475672743,0.0033871873641202225,1.1839827336049705e-05
0.6935483870967741,60.0,-0.9314429869699429,-0.9314429869699429,0.0033846602329802556,1.185127232919237e-05
0.6935746436609151,60.0,-0.9360969381290182,-0.9360969381290182,0.0033772706426947277,1.1862443327225297e-05
0.6936009002250563,60.0,-0.9426696428795771,-0.9426696428795771,0.003364731113740941,1.1873332697066167e-05
0.6936271567891973,60.0,-0.9497980166388491,-0.9497980166388491,0.0033507651293303723,1.1884180981378228e-05
0.6936534133533383,60.0,-0.9557573523640142,-0.9557573523640142,0.00334001962727715,1.189527971144955e-05
0.6936796699174793,60.0,-0.9605902851390545,-0.9605902851390545,0.0033323554916207467,1.1906613344754996e-05
0.6937059264816203,60.0,-0.9644751816072931,-0.9644751816072931,0.0033272630148580974,1.1918149532722008e-05
0.6937321830457615,60.0,-0.9673187049301755,-0.9673187049301755,0.0033249851686642474,1.1929895460437539e-05
0.6937584396099025,60.0,-0.9690713229698448,-0.9690713229698448,0.0033256397992933217,1.1941854010861492e-05
0.6937846961740435,60.0,-0.9708899025252529,-0.9708899025252529,0.0033261276288020516,1.1953827334956671e-05
0.6938109527381845,60.0,-0.9736254875689453,-0.9736254875689453,0.003324184714554086,1.196567485951498e-05
0.6938372093023255,60.0,-0.9765167366710905,-0.9765167366710905,0.0033218453953748855,1.1977528313086977e-05
0.6938634658664666,60.0,-0.9793457127957169,-0.9793457127957169,0.0033196940703947913,1.1989423180536037e-05
0.6938897224306076,60.0,-0.9822286560464277,-0.9822286560464277,0.0033174222716593855,1.2001339752335133e-05
0.6939159789947487,60.0,-0.9850711655380393,-0.9850711655380393,0.003315276706915191,1.2013295159124536e-05
0.6939422355588897,60.0,-0.9885628216871991,-0.9885628216871991,0.0033114352633245737,1.2025174573671585e-05
0.6939684921230307,60.0,-0.9925364474120884,-0.9925364474120884,0.0033063500277253875,1.2037010060598074e-05
0.6939947486871718,60.0,-0.9957389075625663,-0.9957389075625663,0.0033033242555527424,1.2049010773994809e-05
0.6940210052513128,60.0,-0.9979973299257535,-0.9979973299257535,0.003302810992977799,1.2061198063582408e-05
0.6940472618154538,60.0,-0.9993778605150742,-0.9993778605150742,0.0033046092659613727,1.2073561072647308e-05
0.6940735183795949,60.0,-0.9999423227173571,-0.9999423227173571,0.003308558560187074,1.2086082421545035e-05
0.6940997749437359,60.0,-0.9990495941851572,-0.9990495941851572,0.0033163396516806983,1.2098863684313353e-05
0.694126031507877,60.0,-0.9976980355489461,-0.9976980355489461,0.003325324479703829,1.211173300617888e-05
0.694152288072018,60.0,-0.9981439182615003,-0.9981439182615003,0.0033295913966807605,1.2124317946911952e-05
0.694178544636159,60.0,-1.0006567647143656,-1.0006567647143656,0.003328440822915601,1.2136584270115359e-05
0.6942048012003,60.0,-1.0050688672117567,-1.0050688672117567,0.003322349375570597,1.2148566673260885e-05
0.694231057764441,60.0,-1.0116010380542935,-1.0116010380542935,0.0033107639650413433,1.2160242868591256e-05
0.6942573143285822,60.0,-1.0196400017616951,-1.0196400017616951,0.0032953356424640277,1.2171724711463472e-05
0.6942835708927232,60.0,-1.0269395990956787,-1.0269395990956787,0.0032819188396791257,1.2183387163747593e-05
0.6943098274568642,60.0,-1.032804445794085,-1.032804445794085,0.0032722934879771755,1.2195335481457997e-05
0.6943360840210052,60.0,-1.0376696462111072,-1.0376696462111072,0.0032652974834963904,1.2207493850792768e-05
0.6943623405851462,60.0,-1.0414334333334396,-1.0414334333334396,0.0032611693843080424,1.221987345860408e-05
0.6943885971492874,60.0,-1.043949790551344,-1.043949790551344,0.003260281786809864,1.2232488788744118e-05
0.6944148537134284,60.0,-1.0458272669184463,-1.0458272669184463,0.003261044628265037,1.2245237510566457e-05
0.6944411102775694,60.0,-1.0486367913658894,-1.0486367913658894,0.0032594352049693845,1.2257862680258839e-05
0.6944673668417104,60.0,-1.0520134258128577,-1.0520134258128577,0.003256395395972119,1.2270429551892096e-05
0.6944936234058514,60.0,-1.0552473746956148,-1.0552473746956148,0.0032537460903965887,1.2283053614289363e-05
0.6945198799699924,60.0,-1.0586040466671267,-1.0586040466671267,0.0032508151291217096,1.2295690502546088e-05
