u,x,f3_delta,f3X_delta,f3XX_delta,f4_delta,f4X_delta,f4XX_delta,f4XXX_delta,tf4_delta,f2XX_delta,f2XF_delta,f2FF_delta,f2XY_delta,f2FY_delta,f2YY_delta,G3XX_tubular_q
0.7146642857142856,1.3992583930516826,1769996.9982984716,886791.7295807698,7.902907928764025e-13,-2898019.8632570435,-2109442.3918354823,-161344.12568022523,-1.4624789552129813e-13,-1279133.378785861,-0.39671337604522705,-597127.7001358983,24607473.169538982,756235.3875948929,-62328520.58558853,39468136.891002536,-0.5303970575332642
0.7146607142857142,1.399265385672522,1333747.1514372407,656736.0046845522,1.0853421026496557e-12,-2201373.2188370116,-1585720.865624831,-119481.52776491563,-1.9800339753212048e-13,-994144.0732244494,-0.3967527151107788,-478244.5246241573,21023918.552187633,605679.7728033945,-53252098.02083919,33720949.02981331,-0.5300723314285278
0.7146571428571429,1.399272378363251,1099572.1742787214,547700.0419926168,1.4680434602329373e-12,-1809697.2662896556,-1309321.4246129363,-99643.10778648707,-2.6789158456656803e-13,-802791.4032434942,-0.39587828516960144,-378536.54422875046,18020943.54702579,479406.78771416674,-45646119.73414166,28904816.239872634,-0.5298361480236053
0.7146535714285714,1.3992793711238711,862557.9090519358,435890.0254725575,1.983084920234579e-12,-1411409.7923477825,-1029113.5516238195,-79300.71138531684,-3.612568414985279e-13,-613042.0510569084,-0.3940715938806534,-281300.3758972311,15495828.263159461,356262.3597920796,-39250432.08494789,24855018.92334788,-0.53106988966465
0.71465,1.399286363954383,628938.487897187,313034.0329256215,2.674022231397531e-12,-1029254.6989353031,-748791.8804235506,-56946.86204284928,-4.881705120435981e-13,-459632.7138046054,-0.3952494766563177,-216909.6046051881,13365448.75699054,274714.59987888706,-33854506.42022511,21438255.194342166,-0.5306571777909994
0.7146464285714286,1.3992933568547885,497016.40614131297,244377.75597744284,3.583125007637633e-12,-820801.2967294559,-590734.0782117376,-44454.722592817285,-6.521565243128996e-13,-371093.7599472091,-0.39531462639570236,-178761.0180407114,11562278.944151456,226401.36234203624,-29287322.17281133,18546240.84484486,-0.5310111790895462
0.7146428571428571,1.3993003498250876,425896.7172339896,212630.0950870477,4.76405275905839e-12,-705292.3110668408,-507241.4713334239,-38679.46451130789,-8.672760182541414e-13,-309382.60104521766,-0.39578623324632645,-145123.20126795923,10031266.427640432,183800.36003063276,-25409449.382312734,16090693.098662462,-0.5311048701405525
0.7146392857142857,1.3993073428652818,336206.07148210687,169863.0302229271,6.302651759867994e-12,-546914.7520086527,-401068.84046166216,-30899.493063145474,-1.1474302139945908e-12,-238847.5816173317,-0.39632540196180344,-109520.37686078134,8727368.49681809,138709.9672492177,-22106808.910975363,13999380.237140177,-0.5312860012054443
0.7146357142857143,1.399314335975372,248442.88159924085,123987.88610289562,8.292452058952359e-12,-404833.9874403862,-295868.5600953109,-22552.97178148387,-1.5089913597027163e-12,-180528.92006361712,-0.39670508983545005,-84691.55018960437,7613605.392724856,107264.51008751935,-19285741.5949417,12212999.284881193,-0.5313584106042981
0.7146321428571428,1.3993213291553597,208375.94730861232,101604.98277946892,1.0818206573615097e-11,-350399.6763385259,-247358.54086744174,-18480.50586607956,-1.968674247058988e-12,-157707.51253636443,-0.3958232030272484,-76918.16735742267,6659513.442744752,97420.01182614233,-16869092.622767605,10682698.081551874,-0.531126357614994
