u,x,f,R,rank1_scaled,eq46_11,eq46_13,eq46_33,eq46_vec,ks,kg,ksg,ms,mg,msg,q2,B1,B2,disc,cminus,cV,cplus,root_min,alpha7_scaled,trusted
0.6989572393098274,1.4307026864582326,0.3021035956054492,-0.016592354806812055,2.666611758189437e-16,1.3062225513615362e-11,6.529052875196756e-12,1.6042105207349432e-16,1.2344381237351128e-16,3.876282444646303,16.806274567929794,2.568893406189755,3524.674712187411,-8275.164530119711,1456.1439184986175,58.5466537352067,336.1151783090793,-534404.893768831,2250592.9881650684,-582.0412356954045,0.11242189900797628,918.1564140044837,-582.0412356954045,3.513005029833104e-13,False
0.6989309827456864,1.4307564333056055,0.3021271013303038,-0.016626191663075787,4.0151846463618913e-16,8.651640784847288e-15,3.138882470894443e-14,6.431560527149539e-16,6.159645718661832e-16,3.914535584586829,16.802480499784,2.593880983854472,3498.5597737646076,-6968.9734628365695,1311.3492320242221,59.04568926732892,418.34078663353915,-442047.6304658155,1943199.5356244303,-487.823067130391,0.1126508604688824,906.1638537639302,-487.823067130391,6.960008050916233e-14,False
0.6989047261815453,1.4308101841913188,0.3021506119541607,-0.016660049150035668,1.3434961343888867e-16,1.2877957055876648e-11,6.440616393189646e-12,3.223144104096535e-16,4.917715367576994e-16,3.952673273136328,16.79868777059107,2.6187849974728827,3476.0695724114976,-7070.956849333455,542.3382158133101,59.54168931158837,463.60274985183423,-417745.43147356197,1885909.2355644302,-454.84067803261496,0.11287995966022873,918.4434278844492,-454.84067803261496,4.346656373743818e-13,False
0.6988784696174043,1.430863939115827,0.3021741274725618,-0.016693939727764423,5.394446657305198e-16,1.5477653649845966e-11,7.731407495039398e-12,8.076288880576444e-16,8.588553812316281e-16,3.990709969304716,16.79489639053049,2.6436150588072422,3456.0177481027736,-5916.094110014777,473.67684274814576,60.03485987997739,531.8510920801567,-344308.22419404285,1660098.4809230268,-378.2984990178166,0.11310928100071124,910.1495910979734,-378.2984990178166,1.8550390749023202e-13,False
0.6988522130532633,1.430917698079586,0.3021976478810479,-0.01672786344044313,1.353741505099388e-16,1.2241821253936841e-11,6.132826402278569e-12,1.6189473094376813e-16,2.448902718756385e-16,4.02864611821255,16.791106373079987,2.668371492392547,3435.493007664436,-6834.468434403924,516.3777846135584,60.52521908898947,452.64269506472596,-392339.17516310577,1774242.1100478815,-439.6820514919741,0.11333882478485668,892.3247465567001,-439.6820514919741,1.3668183364693104e-13,False
0.6988259564891223,1.430971461083051,0.3022211731751574,-0.016761820427692514,4.076657116345143e-16,3.532922098956481e-11,1.7698770843814108e-11,1.6226406689505282e-16,0.0,4.066482269026324,16.787317731464675,2.6930546914154405,3415.5127768322336,-6197.07983100196,521.9791856077928,61.012786328557596,480.64590593986924,-351379.9139838618,1636540.1428322047,-399.3136905301476,0.11356859195384078,879.9595964700168,-399.3136905301476,4.053796960195984e-13,False
0.6987996999249813,1.431025228126677,0.3022447033504274,-0.016795810956477013,2.7280886699519006e-16,2.6754948340397935e-14,3.480262402416031e-14,0.0,1.219504433360052e-16,4.104219106928999,16.78353047895978,2.717665139183959,3395.0448470233882,-6712.01160613952,590.1298855615046,61.49758266473616,426.45125899365524,-376207.20516035013,1686689.4969386742,-436.13742322073233,0.11379858431164158,862.5886822143876,-436.13742322073233,5.372700190568215e-13,False
0.6987734433608401,1.4310789992109203,0.3022682384023938,-0.01682983388915424,0.0,3.524672593692942e-11,1.7589390785660047e-11,6.520155307152866e-16,6.085212034300643e-16,4.141855760257678,16.779744629246828,2.74220228782967,3376.0741588565375,-5428.868431342799,-144.97030838183233,61.979608560920525,564.0427373663717,-296053.4801565428,1502358.1302019209,-330.8322292914693,0.11402879414545654,894.874966657841,-330.8322292914693,4.817130331125515e-13,False
0.6987471867966991,1.431132774336236,0.3022917783265901,-0.016863900334929096,2.748812484242241e-16,1.2890190300145138e-11,6.436341750275257e-12,0.0,1.2145871895109323e-16,4.179404858956786,16.775960191489965,2.7666745274346383,3361.667588301967,-4899.870031996356,-675.4896307302336,62.459041597223084,634.8861576180785,-271025.9408692393,1487184.1966120047,-292.30773025397554,0.1142592967195917,927.1938878720541,-292.30773025397554,1.2718418680605785e-12,False
0.6987209302325581,1.4311865535030788,0.3023153231185489,-0.016898019025213137,2.759225634754231e-16,1.8809990418860957e-11,9.418197462973135e-12,6.549827693237494e-16,6.060690663745967e-16,4.216876252359723,16.772177174704883,2.791088402933555,3346.411321771186,-5882.439965861121,108.6490915266871,62.936021155392645,488.0286867146924,-312966.53275639785,1490038.1300820587,-366.3212467244666,0.11449015118713327,854.349933439159,-366.3212467244666,3.111195980422225e-13,False
0.6986946736684171,1.431240336711905,0.3023388727738014,-0.016932175824220918,5.53933876615754e-16,1.660920802694724e-13,9.32543173725701e-14,1.641173432179482e-16,1.2096962318932124e-16,4.254254643886757,16.768395594893576,2.8154338149230593,3325.8134869785727,-7256.122338005298,1213.8239639779363,63.41035726389402,284.8790447457492,-403812.23597066314,1696405.0140179032,-508.79104624662426,0.11472126176747102,793.6700909923734,-508.79104624662426,1.4062919841447023e-13,False
0.6986684171042761,1.431294123963171,0.3023624272878773,-0.01696635432574477,1.2510622860755657e-15,1.7175608473163017e-11,8.56958577562872e-12,1.6448923796446133e-16,2.4145252551213407e-16,4.291522474207978,16.7646154705144,2.8396991723292526,3300.4903902021024,-8553.077131284334,2054.268382061261,63.88183267383986,108.9311433861207,-507959.24452690576,2043702.9721070307,-660.3251270620071,0.11495251729820512,769.2562704481279,-660.3251270620071,3.496486511061193e-13,False
0.698642160540135,1.4313479152573314,0.302385986656304,-0.017000537839309382,8.371881835599736e-16,5.079778869505916e-12,2.533341251889185e-12,3.2972235227157e-16,3.6145153856230707e-16,4.328662116846487,16.7608368218407,2.8638728463770455,3270.922332247634,-9734.037588893792,3003.9132802892177,64.35023171713175,-70.20356445224327,-635005.8863435264,2544952.0858359057,-832.747080249608,0.11518380469216513,762.5435157973648,-832.747080249608,1.1339659058877913e-12,False
