u,component,eq83_from_laurent,action_minus,action_plus,scaled_err_minus,scaled_err_plus
0.6210802700675169,M11_0,-0.3559342111632864,-0.35593421115206597,-0.35593421115206597,1.1220413487222913e-11,1.1220413487222913e-11
0.6211065266316579,M11_0,-0.35590897036228847,-0.355908970344418,-0.355908970344418,1.7870482871273907e-11,1.7870482871273907e-11
0.6211327831957989,M11_0,-0.3558836066248236,-0.35588360664052393,-0.35588360664052393,1.5700329925039114e-11,1.5700329925039114e-11
0.62115903975994,M11_0,-0.35585811960148406,-0.3558581196238266,-0.3558581196238266,2.234251672561527e-11,2.234251672561527e-11
0.621185296324081,M11_0,-0.35583250937029876,-0.3558325093670938,-0.3558325093670938,3.2049363163366706e-12,3.2049363163366706e-12
0.621211552888222,M11_0,-0.35580678184642134,-0.35580678183594994,-0.35580678183594994,1.0471401523659551e-11,1.0471401523659551e-11
0.6212378094523631,M11_0,-0.3557809423171007,-0.3557809423286686,-0.3557809423286686,1.1567857782779356e-11,1.1567857782779356e-11
0.6212640660165041,M11_0,-0.3557549902397559,-0.3557549902370679,-0.3557549902370679,2.6879609649199665e-12,2.6879609649199665e-12
0.6212903225806451,M11_0,-0.35572892279804225,-0.3557289227980585,-0.3557289227980585,1.6264767310758543e-14,1.6264767310758543e-14
0.6213165791447862,M11_0,-0.35570273817945564,-0.35570273818211556,-0.35570273818211556,2.6599278335481813e-12,2.6599278335481813e-12
0.6213428357089272,M11_0,-0.35567643428655454,-0.3556764342748858,-0.3556764342748858,1.1668721544566552e-11,1.1668721544566552e-11
0.6213690922730682,M11_0,-0.3556500090552245,-0.3556500090665215,-0.3556500090665215,1.1297018875922049e-11,1.1297018875922049e-11
0.6213953488372093,M11_0,-0.3556234603073357,-0.35562346030689496,-0.35562346030689496,4.4075854077618715e-13,4.4075854077618715e-13
0.6214216054013503,M11_0,-0.3555967872210903,-0.3555967872121241,-0.3555967872121241,8.966161146872764e-12,8.966161146872764e-12
0.6214478619654914,M11_0,-0.3555699929116559,-0.35556999291386626,-0.35556999291386626,2.210343019726224e-12,2.210343019726224e-12
0.6214741185296324,M11_0,-0.3555430822767274,-0.35554308227681025,-0.35554308227681025,8.287814878826794e-14,8.287814878826794e-14
0.6215003750937734,M11_0,-0.35551605918649215,-0.355516059183408,-0.355516059183408,3.0841440512574536e-12,3.0841440512574536e-12
0.6215266316579144,M11_0,-0.35548892775598784,-0.35548892776955987,-0.35548892776955987,1.3572032386832689e-11,1.3572032386832689e-11
0.6215528882220555,M11_0,-0.35546169213584033,-0.35546169211772544,-0.35546169211772544,1.8114898470145135e-11,1.8114898470145135e-11
0.6215791447861966,M11_0,-0.3554343563114484,-0.3554343563025144,-0.3554343563025144,8.933964679158635e-12,8.933964679158635e-12
0.6216054013503376,M11_0,-0.3554069243561307,-0.3554069243756186,-0.3554069243756186,1.9487911284699067e-11,1.9487911284699067e-11
0.6216316579144786,M11_0,-0.3553794004386809,-0.3553794004382659,-0.3553794004382659,4.150013666048835e-13,4.150013666048835e-13
0.6216579144786196,M11_0,-0.3553517870025625,-0.3553517869853178,-0.3553517869853178,1.7244705663443938e-11,1.7244705663443938e-11
0.6216841710427606,M11_0,-0.35532408272126925,-0.3553240827211739,-0.3553240827211739,9.536815781530095e-14,9.536815781530095e-14
0.6217104276069018,M11_0,-0.3552962856946415,-0.35529628571317123,-0.35529628571317123,1.8529733303296325e-11,1.8529733303296325e-11
0.6217366841710428,M11_0,-0.355268394059777,-0.35526839405340305,-0.35526839405340305,6.3739569178267175e-12,6.3739569178267175e-12
